id,jname,jci,yi_id
307,需之震,卷领遁世，仁德不舍。三圣攸同，周家茂兴。,5
308,需之艮,黍稷苗稻，垂秀方造，中旱不雨，伤风枯槁。,5
309,需之渐,冠带南游，与福喜逢。期于嘉贞，拜为公卿。,5
310,需之归妹,一巢九子，同公共母。柔顺利贞，出入不殆，福禄所在。,5
311,需之丰,韩氏长女，稼于东海。宜家富主，柔顺以居。利得过倍。,5
312,需之旅,因祸受福，喜盈我室，所愿必得。,5
313,需之巽,晋平有疾，迎医秦国。病乃大患，分为两竖。逃匿膏盲，和不能愈。,5
314,需之兑,牡飞门启，忧患大解。修福行善，不为身祸。,5
315,需之涣,追亡逐北，至止而得。雉叔相呼，反其室庐。,5
316,需之节,鸟铭既端，一呼三颠。动摇东西，危慄不安。疾病无患。,5
317,需之中孚,龙化为虎，泰山之阳。众多从者，莫敢救藏。,5
318,需之小过,焱风忽起，车驰揭揭。弃名追亡，失其和节，忧心辍辍。,5
319,需之既济,游居石门，禄安身全。受福西邻，归饮玉泉。,5
320,需之未济,登高上山，见王自言。申理我馋，得职蒙恩。,5
321,讼之讼,文巧俗弊，将反大质。僵死如麻，流血濡橹。皆知其母，不识其父，干戈乃止。,6
322,讼之乾,文王四乳，仁爱笃厚。子畜十男，夭折无有。,6
323,讼之坤,日入望东，不见子家。长女无夫，左手搔头。,6
324,讼之屯,东上泰山，见尧自言。申理我冤，以解忧患。,6
325,讼之蒙,奎轸温汤，过角宿房。宣时布和，无所不通。,6
326,讼之需,饮船牵头，虽拘无忧。王母善祷，祸不成灾。,6
327,讼之师,凫得水没，喜笑自啄。毛羽悦泽，利以攻玉。公出不复，伯氏客宿。,6
328,讼之比,水流趋下，欲至东海。求我所有，买鲂与鲤。,6
329,讼之小畜,獐鹿逐牧，安饱其居。反返次舍，无有疾故。,6
330,讼之履,树植藿豆，不得芸锄。王事靡盬，秋无所收。,6
331,讼之泰,弱水之西，有西王母。生不知死，与天相保。,6
332,讼之否,数穷廓落，困于历室。卒登玉堂，与尧侑食。,6
333,讼之同人,子鉏执麟，春秋作元。阴圣将终，尼父悲心。,6
334,讼之大有,尹氏伯奇，父子生离。无罪被辜，长舌所为。,6
335,讼之谦,播木折枝，与母别离。九皋难扣，绝不相知。,6
336,讼之豫,弱鸡无距，与鹊格斗。翅折目盲，为鸠所伤。,6
337,讼之随,甲乙丙丁，俱归我庭。三丑六子，入门见母。,6
338,讼之蛊,桑叶螟蠹，衣弊如络。女工不成，丝布为玉。,6
339,讼之临,开牢辟门，巡狩释冤。夏台羑里，汤文悦喜。,6
340,讼之观,钦明之德，坐前玉食。必保嘉美，长受安福。,6
341,讼之噬嗑,武夫司空，多口争讼。金火当户，民不安处，年饥无有。,6
342,讼之贲,紫阁九重，尊严在中。黄帝尧舜，履行至公。冠带垂衣，天下康宁。,6
343,讼之剥,负牛上山，力劣行难。烈风雨雪，遮遏我前。中道复还，忧苦自欢。,6
344,讼之复,褰兔缺唇，行难齿寒，口痛不言，为身生患。,6
345,讼之无妄,合体比翼，嘉耦相得，与君同好，使我有福。,6
346,讼之大畜,口啄卒卒，忧从中来。丧我宝贝，妻妾失位。,6
347,讼之颐,两心不同，或从西东。明论终日，莫适相从。,6
348,讼之大过,哑哑笑言，与善饮食。长乐行觞，千秋起舞，拜受大福。,6
349,讼之坎,初忧后喜，与福为市。八佾列陈，饮御诸友。,6
350,讼之离,西徙无家，破其新车。王孙失利，不如止居。,6
351,讼之咸,凤凰在左，麒麟处右。仁圣相遇，伊吕集聚。时无殃咎，福为我母。,6
352,讼之恒,区脱康居，慕仁入朝。湛露之欢，三爵毕恩，复归旧庐。,6
